date,cluster,host,disk,score,avg,duration,dt,last_15_score,decision_status,score_threshold
2021-12-02,cluster_C,host_13,disk6,,1.0391364952934663,1,2021-12-02,,F,50.0
2021-12-02,cluster_C,host_13,disk2,,1.0357418020046267,5,2021-12-02,4.0,F,50.0
2021-12-02,cluster_C,host_13,disk12,,1.002833919097221,1,2021-12-02,,F,50.0
2021-12-02,cluster_C,host_13,disk11,,1.0123144919138831,2,2021-12-02,,F,50.0
2021-12-02,cluster_C,host_13,disk10,,,0,2021-12-02,,F,50.0
2021-12-02,cluster_C,host_13,disk3,,1.051586724685023,2,2021-12-02,5.0,F,50.0
2021-12-03,cluster_C,host_13,disk1,1.0,1.1230925564290732,9,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_13,disk9,1.0,1.0509607325645447,6,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_13,disk8,,1.0419310463994156,2,2021-12-03,1.0,F,50.0
2021-12-03,cluster_C,host_13,disk7,,1.1216336017114694,1,2021-12-03,1.0,F,50.0
2021-12-03,cluster_C,host_13,disk5,,1.0540851070991089,3,2021-12-03,,F,50.0
2021-12-03,cluster_C,host_13,disk4,,1.0592648756009326,4,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_13,disk6,,1.0070439291245017,2,2021-12-03,,F,50.0
2021-12-03,cluster_C,host_13,disk2,,1.0642390818662473,2,2021-12-03,4.0,F,50.0
2021-12-03,cluster_C,host_13,disk12,,1.0619100969358093,3,2021-12-03,,F,50.0
2021-12-03,cluster_C,host_13,disk11,,,0,2021-12-03,,F,50.0
2021-12-03,cluster_C,host_13,disk10,,,0,2021-12-03,,F,50.0
2021-12-03,cluster_C,host_13,disk3,,,0,2021-12-03,5.0,F,50.0
2021-12-04,cluster_C,host_13,disk1,,1.1169559485110412,1,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_13,disk9,,,0,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_13,disk8,,1.063824088073151,3,2021-12-04,1.0,F,50.0
2021-12-04,cluster_C,host_13,disk7,,1.0078086615237605,3,2021-12-04,1.0,F,50.0
2021-12-04,cluster_C,host_13,disk5,,1.0398434609195883,2,2021-12-04,,F,50.0
2021-12-04,cluster_C,host_13,disk4,,1.0493992524861953,2,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_13,disk6,,,0,2021-12-04,,F,50.0
2021-12-04,cluster_C,host_13,disk2,,,0,2021-12-04,4.0,F,50.0
2021-12-04,cluster_C,host_13,disk12,,1.0138475721628402,2,2021-12-04,,F,50.0
2021-12-04,cluster_C,host_13,disk11,,1.0841493432176397,3,2021-12-04,,F,50.0
2021-12-04,cluster_C,host_13,disk10,,1.1424005817531717,4,2021-12-04,,F,50.0
2021-12-04,cluster_C,host_13,disk3,,,0,2021-12-04,5.0,F,50.0
2021-12-05,cluster_C,host_13,disk1,,1.0480747152909609,4,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_13,disk9,,,0,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_13,disk8,,1.0145589095352299,1,2021-12-05,1.0,F,50.0
2021-12-05,cluster_C,host_13,disk7,,,0,2021-12-05,1.0,F,50.0
2021-12-05,cluster_C,host_13,disk5,,1.0168410762167153,3,2021-12-05,,F,50.0
2021-12-05,cluster_C,host_13,disk4,1.0,1.049848551011231,6,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_13,disk6,,,0,2021-12-05,,F,50.0
2021-12-05,cluster_C,host_13,disk2,1.0,1.078885727197319,6,2021-12-05,4.0,F,50.0
2021-12-05,cluster_C,host_13,disk12,,1.1224786963118207,1,2021-12-05,,F,50.0
2021-12-05,cluster_C,host_13,disk11,,1.0781738445411735,1,2021-12-05,,F,50.0
2021-12-05,cluster_C,host_13,disk10,,1.1159104227385046,1,2021-12-05,,F,50.0
2021-12-05,cluster_C,host_13,disk3,1.0,1.0974401731060697,8,2021-12-05,5.0,F,50.0
2021-11-23,cluster_C,host_14,disk1,,1.0631983995960095,1,2021-11-23,,F,50.0
2021-11-23,cluster_C,host_14,disk9,,1.024636669844932,4,2021-11-23,,F,50.0
2021-11-23,cluster_C,host_14,disk8,,,0,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_14,disk7,,,0,2021-11-23,2.0,F,50.0
2021-11-23,cluster_C,host_14,disk5,,1.033912858594079,3,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_14,disk4,,1.0159744275101383,1,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_14,disk6,,1.044315695076239,3,2021-11-23,3.0,F,50.0
2021-11-23,cluster_C,host_14,disk2,1.0,1.1072019491827199,6,2021-11-23,4.0,F,50.0
2021-11-23,cluster_C,host_14,disk12,,1.0262267163973793,1,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_14,disk11,,,0,2021-11-23,2.0,F,50.0
2021-11-23,cluster_C,host_14,disk10,1.0,1.0412981593089912,9,2021-11-23,2.0,F,50.0
2021-11-23,cluster_C,host_14,disk3,,1.0236892589941047,4,2021-11-23,5.0,F,50.0
2021-11-24,cluster_C,host_14,disk1,,,0,2021-11-24,,F,50.0
2021-11-24,cluster_C,host_14,disk9,,1.0590473094282093,2,2021-11-24,,F,50.0
2021-11-24,cluster_C,host_14,disk8,,1.0243779530163137,2,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_14,disk7,,1.0502787059274443,1,2021-11-24,2.0,F,50.0
2021-11-24,cluster_C,host_14,disk5,,1.0537752362413706,4,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_14,disk4,1.0,1.0460356894077252,6,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_14,disk6,,,0,2021-11-24,3.0,F,50.0
2021-11-24,cluster_C,host_14,disk2,1.0,1.076613015968539,8,2021-11-24,4.0,F,50.0
2021-11-24,cluster_C,host_14,disk12,,1.006798789834667,1,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_14,disk11,1.0,1.0528642781711628,7,2021-11-24,2.0,F,50.0
2021-11-24,cluster_C,host_14,disk10,,,0,2021-11-24,2.0,F,50.0
2021-11-24,cluster_C,host_14,disk3,1.0,1.0792724585558267,8,2021-11-24,5.0,F,50.0
2021-11-25,cluster_C,host_14,disk1,,1.054697451597533,5,2021-11-25,,F,50.0
2021-11-25,cluster_C,host_14,disk9,,1.0141459552869982,2,2021-11-25,,F,50.0
2021-11-25,cluster_C,host_14,disk8,,,0,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_14,disk7,,1.027666936075843,1,2021-11-25,2.0,F,50.0
2021-11-25,cluster_C,host_14,disk5,,1.0764246387775718,1,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_14,disk4,,1.0786088198650043,1,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_14,disk6,,,0,2021-11-25,3.0,F,50.0
2021-11-25,cluster_C,host_14,disk2,,1.0397643163952361,2,2021-11-25,4.0,F,50.0
2021-11-25,cluster_C,host_14,disk12,,1.0177708242220007,3,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_14,disk11,,1.0404801941411144,2,2021-11-25,2.0,F,50.0
2021-11-25,cluster_C,host_14,disk10,,1.1051840067731307,3,2021-11-25,2.0,F,50.0
2021-11-25,cluster_C,host_14,disk3,1.0,1.0612785108201832,6,2021-11-25,5.0,F,50.0
2021-11-26,cluster_C,host_14,disk1,,1.0685984948748843,2,2021-11-26,,F,50.0
2021-11-26,cluster_C,host_14,disk9,,,0,2021-11-26,,F,50.0
2021-11-26,cluster_C,host_14,disk8,,1.0603814275939933,2,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_14,disk7,1.0,1.0381047777914938,7,2021-11-26,2.0,F,50.0
2021-11-26,cluster_C,host_14,disk5,,1.0289939361849334,4,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_14,disk4,,1.0109332319287878,1,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_14,disk6,1.0,1.0343064026561493,9,2021-11-26,3.0,F,50.0
2021-11-26,cluster_C,host_14,disk2,,,0,2021-11-26,4.0,F,50.0
2021-11-26,cluster_C,host_14,disk12,,1.004458000537781,1,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_14,disk11,,1.0031451673888312,1,2021-11-26,2.0,F,50.0
2021-11-26,cluster_C,host_14,disk10,,1.0519036360009006,4,2021-11-26,2.0,F,50.0
2021-11-26,cluster_C,host_14,disk3,,1.0363860910421754,4,2021-11-26,5.0,F,50.0
2021-11-27,cluster_C,host_14,disk1,,,0,2021-11-27,,F,50.0
2021-11-27,cluster_C,host_14,disk9,,1.000356673064935,1,2021-11-27,,F,50.0
2021-11-27,cluster_C,host_14,disk8,,1.0223127587259002,2,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_14,disk7,,,0,2021-11-27,2.0,F,50.0
2021-11-27,cluster_C,host_14,disk5,,,0,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_14,disk4,,1.024852496383461,2,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_14,disk6,,1.0401938082048034,5,2021-11-27,3.0,F,50.0
2021-11-27,cluster_C,host_14,disk2,,1.047304963847241,5,2021-11-27,4.0,F,50.0
2021-11-27,cluster_C,host_14,disk12,1.0,1.1095193142561863,7,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_14,disk11,,1.0493452330219708,4,2021-11-27,2.0,F,50.0
2021-11-27,cluster_C,host_14,disk10,1.0,1.0612702786248878,6,2021-11-27,2.0,F,50.0
2021-11-27,cluster_C,host_14,disk3,,1.0676181740728867,4,2021-11-27,5.0,F,50.0
2021-11-28,cluster_C,host_14,disk1,,1.0241564128416132,1,2021-11-28,,F,50.0
2021-11-28,cluster_C,host_14,disk9,,1.0237652725378061,2,2021-11-28,,F,50.0
2021-11-28,cluster_C,host_14,disk8,,1.0148362687240202,1,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_14,disk7,1.0,1.063385156468146,6,2021-11-28,2.0,F,50.0
2021-11-28,cluster_C,host_14,disk5,,1.0311152521278122,5,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_14,disk4,,,0,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_14,disk6,,1.0126525370945674,3,2021-11-28,3.0,F,50.0
2021-11-28,cluster_C,host_14,disk2,,1.0357604366700621,4,2021-11-28,4.0,F,50.0
2021-11-28,cluster_C,host_14,disk12,,,0,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_14,disk11,,1.0440338526104767,1,2021-11-28,2.0,F,50.0
2021-11-28,cluster_C,host_14,disk10,,1.0465320400824283,4,2021-11-28,2.0,F,50.0
2021-11-28,cluster_C,host_14,disk3,,1.0363265529937675,4,2021-11-28,5.0,F,50.0
2021-11-29,cluster_C,host_14,disk1,,1.1669914045008205,2,2021-11-29,,F,50.0
2021-11-29,cluster_C,host_14,disk9,,1.031169609098196,5,2021-11-29,,F,50.0
2021-11-29,cluster_C,host_14,disk8,,,0,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_14,disk7,,1.0252894610884569,2,2021-11-29,2.0,F,50.0
2021-11-29,cluster_C,host_14,disk5,1.0,1.0740277675996035,7,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_14,disk4,,1.0258831643986346,2,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_14,disk6,,1.0723990380306292,2,2021-11-29,3.0,F,50.0
2021-11-29,cluster_C,host_14,disk2,,1.0633118432527,1,2021-11-29,4.0,F,50.0
2021-11-29,cluster_C,host_14,disk12,,1.058706385342585,2,2021-11-29,1.0,F,50.0
2021-11-29,cluster_C,host_14,disk11,,1.0642159438498486,3,2021-11-29,2.0,F,50.0
2021-11-29,cluster_C,host_14,disk10,,,0,2021-11-29,2.0,F,50.0
2021-11-29,cluster_C,host_14,disk3,,,0,2021-11-29,5.0,F,50.0
2021-11-30,cluster_C,host_14,disk1,,1.0362288461686369,1,2021-11-30,,F,50.0
2021-11-30,cluster_C,host_14,disk9,,,0,2021-11-30,,F,50.0
2021-11-30,cluster_C,host_14,disk8,,1.0495777114121605,5,2021-11-30,1.0,F,50.0
2021-11-30,cluster_C,host_14,disk7,,1.0166830741695403,5,2021-11-30,2.0,F,50.0
2021-11-30,cluster_C,host_14,disk5,,1.0176428117410876,2,2021-11-30,1.0,F,50.0
2021-11-30,cluster_C,host_14,disk4,,1.0192138316172292,2,2021-11-30,1.0,F,50.0
2021-11-30,cluster_C,host_14,disk6,,1.0304204626177378,5,2021-11-30,3.0,F,50.0
2021-11-30,cluster_C,host_14,disk2,,1.100603890094705,1,2021-11-30,4.0,F,50.0
2021-11-30,cluster_C,host_14,disk12,,1.1280046381621989,1,2021-11-30,1.0,F,50.0
2021-11-30,cluster_C,host_14,disk11,,1.0333656644513538,3,2021-11-30,2.0,F,50.0
2021-11-30,cluster_C,host_14,disk10,,1.0141322570152171,3,2021-11-30,2.0,F,50.0
2021-11-30,cluster_C,host_14,disk3,,,0,2021-11-30,5.0,F,50.0
2021-12-01,cluster_C,host_14,disk1,,1.122438335226696,1,2021-12-01,,F,50.0
2021-12-01,cluster_C,host_14,disk9,,1.0540680857609255,1,2021-12-01,,F,50.0
2021-12-01,cluster_C,host_14,disk8,,1.0630513408141198,3,2021-12-01,1.0,F,50.0
2021-12-01,cluster_C,host_14,disk7,,1.0602938237197481,2,2021-12-01,2.0,F,50.0
2021-12-01,cluster_C,host_14,disk5,,1.030170706106127,4,2021-12-01,1.0,F,50.0
2021-12-01,cluster_C,host_14,disk4,,1.0754420476186288,3,2021-12-01,1.0,F,50.0
2021-12-01,cluster_C,host_14,disk6,1.0,1.0835117919666017,11,2021-12-01,3.0,F,50.0
2021-12-01,cluster_C,host_14,disk2,,,0,2021-12-01,4.0,F,50.0
2021-12-01,cluster_C,host_14,disk12,,1.0516918813327438,5,2021-12-01,1.0,F,50.0
2021-12-01,cluster_C,host_14,disk11,,1.0350961918488881,1,2021-12-01,2.0,F,50.0
2021-12-01,cluster_C,host_14,disk10,,,0,2021-12-01,2.0,F,50.0
2021-12-01,cluster_C,host_14,disk3,,1.022277006849781,2,2021-12-01,5.0,F,50.0
2021-12-02,cluster_C,host_14,disk1,,1.0498733803045133,1,2021-12-02,,F,50.0
2021-12-02,cluster_C,host_14,disk9,,1.0192609714679288,1,2021-12-02,,F,50.0
2021-12-02,cluster_C,host_14,disk8,,1.0290248199652852,4,2021-12-02,1.0,F,50.0
2021-12-02,cluster_C,host_14,disk7,,1.0031252035733857,1,2021-12-02,2.0,F,50.0
2021-12-02,cluster_C,host_14,disk5,,1.036680248369737,5,2021-12-02,1.0,F,50.0
2021-12-02,cluster_C,host_14,disk4,,1.094512301749393,2,2021-12-02,1.0,F,50.0
2021-12-02,cluster_C,host_14,disk6,,1.018750396952492,1,2021-12-02,3.0,F,50.0
2021-12-02,cluster_C,host_14,disk2,,1.0744233717949994,3,2021-12-02,4.0,F,50.0
2021-12-02,cluster_C,host_14,disk12,,1.0242524169784817,4,2021-12-02,1.0,F,50.0
2021-12-02,cluster_C,host_14,disk11,,1.0413896331237886,2,2021-12-02,2.0,F,50.0
2021-12-02,cluster_C,host_14,disk10,,1.0252686533008741,2,2021-12-02,2.0,F,50.0
2021-12-02,cluster_C,host_14,disk3,1.0,1.0560667458634756,8,2021-12-02,5.0,F,50.0
2021-12-03,cluster_C,host_14,disk1,,1.0117674018581713,2,2021-12-03,,F,50.0
2021-12-03,cluster_C,host_14,disk9,,1.0631223035043327,3,2021-12-03,,F,50.0
2021-12-03,cluster_C,host_14,disk8,,1.1080285660971738,3,2021-12-03,1.0,F,50.0
2021-12-03,cluster_C,host_14,disk7,,,0,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_14,disk5,,1.0196685442344535,2,2021-12-03,1.0,F,50.0
2021-12-03,cluster_C,host_14,disk4,,,0,2021-12-03,1.0,F,50.0
2021-12-03,cluster_C,host_14,disk6,,1.0241027433048686,1,2021-12-03,3.0,F,50.0
2021-12-03,cluster_C,host_14,disk2,1.0,1.0291058111849656,8,2021-12-03,4.0,F,50.0
2021-12-03,cluster_C,host_14,disk12,,,0,2021-12-03,1.0,F,50.0
2021-12-03,cluster_C,host_14,disk11,,1.018799649988811,1,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_14,disk10,,1.0095445601440933,2,2021-12-03,2.0,F,50.0
2021-12-03,cluster_C,host_14,disk3,1.0,1.0513668968185443,6,2021-12-03,5.0,F,50.0
2021-12-04,cluster_C,host_14,disk1,,1.0223948023234948,1,2021-12-04,,F,50.0
2021-12-04,cluster_C,host_14,disk9,,,0,2021-12-04,,F,50.0
2021-12-04,cluster_C,host_14,disk8,1.0,1.053111042294492,6,2021-12-04,1.0,F,50.0
2021-12-04,cluster_C,host_14,disk7,,1.0590251267248396,3,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_14,disk5,,1.0520100021438117,5,2021-12-04,1.0,F,50.0
2021-12-04,cluster_C,host_14,disk4,,,0,2021-12-04,1.0,F,50.0
2021-12-04,cluster_C,host_14,disk6,1.0,1.0691597609806818,6,2021-12-04,3.0,F,50.0
2021-12-04,cluster_C,host_14,disk2,,,0,2021-12-04,4.0,F,50.0
2021-12-04,cluster_C,host_14,disk12,,1.0617918842097192,1,2021-12-04,1.0,F,50.0
2021-12-04,cluster_C,host_14,disk11,,1.0922810409825578,3,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_14,disk10,,1.046447974980112,1,2021-12-04,2.0,F,50.0
2021-12-04,cluster_C,host_14,disk3,,1.0262426129181004,2,2021-12-04,5.0,F,50.0
2021-12-05,cluster_C,host_14,disk1,,1.128108999699067,5,2021-12-05,,F,50.0
2021-12-05,cluster_C,host_14,disk9,,1.002148638606614,2,2021-12-05,,F,50.0
2021-12-05,cluster_C,host_14,disk8,,,0,2021-12-05,1.0,F,50.0
2021-12-05,cluster_C,host_14,disk7,,,0,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_14,disk5,,,0,2021-12-05,1.0,F,50.0
2021-12-05,cluster_C,host_14,disk4,,1.1123910909044032,4,2021-12-05,1.0,F,50.0
2021-12-05,cluster_C,host_14,disk6,,1.1812351743882161,3,2021-12-05,3.0,F,50.0
2021-12-05,cluster_C,host_14,disk2,1.0,1.0345302326577273,7,2021-12-05,4.0,F,50.0
2021-12-05,cluster_C,host_14,disk12,,1.0027394823965865,1,2021-12-05,1.0,F,50.0
2021-12-05,cluster_C,host_14,disk11,1.0,1.0430467229385656,7,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_14,disk10,,1.0349694732578802,1,2021-12-05,2.0,F,50.0
2021-12-05,cluster_C,host_14,disk3,1.0,1.054490538593907,7,2021-12-05,5.0,F,50.0
2021-11-21,cluster_C,host_15,disk1,,,0,2021-11-21,,F,50.0
2021-11-21,cluster_C,host_15,disk9,,,0,2021-11-21,2.0,F,50.0
2021-11-21,cluster_C,host_15,disk8,,1.070709578940172,5,2021-11-21,2.0,F,50.0
2021-11-21,cluster_C,host_15,disk7,,1.0426673218407716,1,2021-11-21,,F,50.0
2021-11-21,cluster_C,host_15,disk5,,1.064098556877973,3,2021-11-21,3.0,F,50.0
2021-11-21,cluster_C,host_15,disk4,1.0,1.0535482278153754,6,2021-11-21,6.0,F,50.0
2021-11-21,cluster_C,host_15,disk6,,1.070024155555064,5,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_15,disk2,,1.0206819877583144,1,2021-11-21,3.0,F,50.0
2021-11-21,cluster_C,host_15,disk12,,,0,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_15,disk11,,1.0182661938357214,2,2021-11-21,1.0,F,50.0
2021-11-21,cluster_C,host_15,disk10,,1.0163235727000977,3,2021-11-21,,F,50.0
2021-11-21,cluster_C,host_15,disk3,,1.0387733189795043,3,2021-11-21,3.0,F,50.0
2021-11-22,cluster_C,host_15,disk1,,1.0384951259599302,1,2021-11-22,,F,50.0
2021-11-22,cluster_C,host_15,disk9,,1.0618161056729916,4,2021-11-22,2.0,F,50.0
2021-11-22,cluster_C,host_15,disk8,,1.118927013950459,1,2021-11-22,2.0,F,50.0
2021-11-22,cluster_C,host_15,disk7,,1.0545585828723425,5,2021-11-22,,F,50.0
2021-11-22,cluster_C,host_15,disk5,,1.094299741922627,5,2021-11-22,3.0,F,50.0
2021-11-22,cluster_C,host_15,disk4,1.0,1.1082763990781153,6,2021-11-22,6.0,F,50.0
2021-11-22,cluster_C,host_15,disk6,,1.050455901952327,5,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_15,disk2,,1.067711086827953,4,2021-11-22,3.0,F,50.0
2021-11-22,cluster_C,host_15,disk12,,1.113268890949374,2,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_15,disk11,,1.0399034232441962,3,2021-11-22,1.0,F,50.0
2021-11-22,cluster_C,host_15,disk10,,1.0766801171767242,1,2021-11-22,,F,50.0
2021-11-22,cluster_C,host_15,disk3,,1.0473367941619103,2,2021-11-22,3.0,F,50.0
2021-11-23,cluster_C,host_15,disk1,,1.0685928109949692,4,2021-11-23,,F,50.0
2021-11-23,cluster_C,host_15,disk9,1.0,1.02451244512231,9,2021-11-23,2.0,F,50.0
2021-11-23,cluster_C,host_15,disk8,,1.0695380130538914,2,2021-11-23,2.0,F,50.0
2021-11-23,cluster_C,host_15,disk7,,1.0055207820874363,2,2021-11-23,,F,50.0
2021-11-23,cluster_C,host_15,disk5,1.0,1.0515828385056207,9,2021-11-23,3.0,F,50.0
2021-11-23,cluster_C,host_15,disk4,,1.0054438483509187,1,2021-11-23,6.0,F,50.0
2021-11-23,cluster_C,host_15,disk6,,1.0259150379288688,1,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_15,disk2,1.0,1.0522823584102217,7,2021-11-23,3.0,F,50.0
2021-11-23,cluster_C,host_15,disk12,,1.053818213104949,1,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_15,disk11,,1.038024671420048,2,2021-11-23,1.0,F,50.0
2021-11-23,cluster_C,host_15,disk10,,,0,2021-11-23,,F,50.0
2021-11-23,cluster_C,host_15,disk3,,1.0525422599194645,3,2021-11-23,3.0,F,50.0
2021-11-24,cluster_C,host_15,disk1,,1.0341533504569154,3,2021-11-24,,F,50.0
2021-11-24,cluster_C,host_15,disk9,,1.013621855729344,2,2021-11-24,2.0,F,50.0
2021-11-24,cluster_C,host_15,disk8,1.0,1.060591705809265,7,2021-11-24,2.0,F,50.0
2021-11-24,cluster_C,host_15,disk7,,,0,2021-11-24,,F,50.0
2021-11-24,cluster_C,host_15,disk5,,1.0445674735028962,2,2021-11-24,3.0,F,50.0
2021-11-24,cluster_C,host_15,disk4,,1.0266510347698605,3,2021-11-24,6.0,F,50.0
2021-11-24,cluster_C,host_15,disk6,,1.0340598959641547,1,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_15,disk2,,1.0190708007879823,4,2021-11-24,3.0,F,50.0
2021-11-24,cluster_C,host_15,disk12,,1.0529688617520125,5,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_15,disk11,,1.0913809184600676,1,2021-11-24,1.0,F,50.0
2021-11-24,cluster_C,host_15,disk10,,1.0659783325834875,3,2021-11-24,,F,50.0
2021-11-24,cluster_C,host_15,disk3,,1.044363993696207,3,2021-11-24,3.0,F,50.0
2021-11-25,cluster_C,host_15,disk1,,1.0300344409987,4,2021-11-25,,F,50.0
2021-11-25,cluster_C,host_15,disk9,,,0,2021-11-25,2.0,F,50.0
2021-11-25,cluster_C,host_15,disk8,,1.0056566123996866,1,2021-11-25,2.0,F,50.0
2021-11-25,cluster_C,host_15,disk7,,1.004579066933416,1,2021-11-25,,F,50.0
2021-11-25,cluster_C,host_15,disk5,,1.0795338372063394,5,2021-11-25,3.0,F,50.0
2021-11-25,cluster_C,host_15,disk4,,1.0405066927226785,5,2021-11-25,6.0,F,50.0
2021-11-25,cluster_C,host_15,disk6,,1.1041485550961445,1,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_15,disk2,,,0,2021-11-25,3.0,F,50.0
2021-11-25,cluster_C,host_15,disk12,,1.0445314269601311,2,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_15,disk11,,1.0368310959861304,4,2021-11-25,1.0,F,50.0
2021-11-25,cluster_C,host_15,disk10,,1.03348848930343,3,2021-11-25,,F,50.0
2021-11-25,cluster_C,host_15,disk3,,1.0924733393467256,4,2021-11-25,3.0,F,50.0
2021-11-26,cluster_C,host_15,disk1,,1.0224186438365448,1,2021-11-26,,F,50.0
2021-11-26,cluster_C,host_15,disk9,,,0,2021-11-26,2.0,F,50.0
2021-11-26,cluster_C,host_15,disk8,,,0,2021-11-26,2.0,F,50.0
2021-11-26,cluster_C,host_15,disk7,,1.0285530349100185,2,2021-11-26,,F,50.0
2021-11-26,cluster_C,host_15,disk5,,1.0272370941015823,2,2021-11-26,3.0,F,50.0
2021-11-26,cluster_C,host_15,disk4,,1.0062491870840957,1,2021-11-26,6.0,F,50.0
2021-11-26,cluster_C,host_15,disk6,,,0,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_15,disk2,1.0,1.0957568833230538,9,2021-11-26,3.0,F,50.0
2021-11-26,cluster_C,host_15,disk12,1.0,1.0796856344738508,7,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_15,disk11,1.0,1.0842697014621423,6,2021-11-26,1.0,F,50.0
2021-11-26,cluster_C,host_15,disk10,,1.0191702756462042,2,2021-11-26,,F,50.0
2021-11-26,cluster_C,host_15,disk3,,1.0574354068799816,5,2021-11-26,3.0,F,50.0
2021-11-27,cluster_C,host_15,disk1,,,0,2021-11-27,,F,50.0
2021-11-27,cluster_C,host_15,disk9,,,0,2021-11-27,2.0,F,50.0
2021-11-27,cluster_C,host_15,disk8,,1.078153779903157,4,2021-11-27,2.0,F,50.0
2021-11-27,cluster_C,host_15,disk7,,,0,2021-11-27,,F,50.0
2021-11-27,cluster_C,host_15,disk5,1.0,1.0545585720185287,10,2021-11-27,3.0,F,50.0
2021-11-27,cluster_C,host_15,disk4,,1.0298093291875972,3,2021-11-27,6.0,F,50.0
2021-11-27,cluster_C,host_15,disk6,1.0,1.046424731324606,10,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_15,disk2,,1.0495640937229485,2,2021-11-27,3.0,F,50.0
2021-11-27,cluster_C,host_15,disk12,,,0,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_15,disk11,,1.0286532195126117,1,2021-11-27,1.0,F,50.0
2021-11-27,cluster_C,host_15,disk10,,1.0155111096285279,3,2021-11-27,,F,50.0
2021-11-27,cluster_C,host_15,disk3,,1.0603184699252524,3,2021-11-27,3.0,F,50.0
2021-11-28,cluster_C,host_15,disk1,,,0,2021-11-28,,F,50.0
2021-11-28,cluster_C,host_15,disk9,,1.059586874626592,5,2021-11-28,2.0,F,50.0
2021-11-28,cluster_C,host_15,disk8,,,0,2021-11-28,2.0,F,50.0
2021-11-28,cluster_C,host_15,disk7,,1.044981586146755,2,2021-11-28,,F,50.0
2021-11-28,cluster_C,host_15,disk5,1.0,1.0898658766023734,6,2021-11-28,3.0,F,50.0
2021-11-28,cluster_C,host_15,disk4,1.0,1.0619948394204406,10,2021-11-28,6.0,F,50.0
2021-11-28,cluster_C,host_15,disk6,,1.1034845486198182,1,2021-11-28,1.0,F,50.0
2021-11-28,cluster_C,host_15,disk2,,1.0401957223232887,5,2021-11-28,3.0,F,50.0
2021-11-28,cluster_C,host_15,disk12,,1.0390651329836094,2,2021-11-28,1.0,F,50.0
