date,cluster,host,disk,prediction,source_algorithm,date_dt,last_15_score,decision_status,score_threshold,lookback_days,algorithm,score,last_7_score
2021-11-24,cluster_C,host_3,disk10,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_3,disk11,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_3,disk12,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_3,disk2,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_3,disk3,,,2021-11-24,,F,0.3,7,iaso,0.06666666666666667,0.2833333333333333
2021-11-24,cluster_C,host_3,disk4,,,2021-11-24,,T,0.3,7,iaso,0.0,1.525
2021-11-24,cluster_C,host_3,disk5,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_3,disk6,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_3,disk7,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_3,disk8,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_3,disk9,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_3,disk1,,,2021-11-25,,T,0.3,7,iaso,0.0,0.5166666666666666
2021-11-25,cluster_C,host_3,disk10,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_3,disk11,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_3,disk12,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_3,disk2,,,2021-11-25,,F,0.3,7,iaso,0.03333333333333333,0.0
2021-11-25,cluster_C,host_3,disk3,,,2021-11-25,,F,0.3,7,iaso,0.0,0.2833333333333333
2021-11-25,cluster_C,host_3,disk4,,,2021-11-25,,T,0.3,7,iaso,0.0,1.525
2021-11-25,cluster_C,host_3,disk5,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_3,disk6,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_3,disk7,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_3,disk8,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_3,disk9,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_3,disk1,,,2021-11-26,,T,0.3,7,iaso,0.025,0.5166666666666666
2021-11-26,cluster_C,host_3,disk10,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_3,disk11,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_3,disk12,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_3,disk2,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_3,disk3,,,2021-11-26,,F,0.3,7,iaso,0.0,0.2833333333333333
2021-11-26,cluster_C,host_3,disk4,,,2021-11-26,,T,0.3,7,iaso,0.0,1.525
2021-11-26,cluster_C,host_3,disk5,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_3,disk6,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_3,disk7,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_3,disk8,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_3,disk9,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_3,disk1,,,2021-11-27,,T,0.3,7,iaso,0.0,0.5166666666666666
2021-11-27,cluster_C,host_3,disk10,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_3,disk11,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_3,disk12,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_3,disk2,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_3,disk3,,,2021-11-27,,F,0.3,7,iaso,0.0,0.2833333333333333
2021-11-27,cluster_C,host_3,disk4,,,2021-11-27,,T,0.3,7,iaso,0.0,1.525
2021-11-27,cluster_C,host_3,disk5,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_3,disk6,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_3,disk7,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_3,disk8,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_3,disk9,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_3,disk1,,,2021-11-28,,T,0.3,7,iaso,0.0,0.5166666666666666
2021-11-28,cluster_C,host_3,disk10,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_3,disk11,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_3,disk12,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_3,disk2,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_3,disk3,,,2021-11-28,,F,0.3,7,iaso,0.075,0.2833333333333333
2021-11-28,cluster_C,host_3,disk4,,,2021-11-28,,T,0.3,7,iaso,0.0,1.525
2021-11-28,cluster_C,host_3,disk5,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_3,disk6,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_3,disk7,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_3,disk8,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_3,disk9,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_3,disk1,,,2021-11-29,,T,0.3,7,iaso,0.15833333333333333,0.5166666666666666
2021-11-29,cluster_C,host_3,disk10,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_3,disk11,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_3,disk12,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_3,disk2,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_3,disk3,,,2021-11-29,,F,0.3,7,iaso,0.0,0.2833333333333333
2021-11-29,cluster_C,host_3,disk4,,,2021-11-29,,T,0.3,7,iaso,0.0,1.525
2021-11-29,cluster_C,host_3,disk5,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_3,disk6,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_3,disk7,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_3,disk8,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_3,disk9,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_3,disk1,,,2021-11-30,,T,0.3,7,iaso,0.0,0.5166666666666666
2021-11-30,cluster_C,host_3,disk10,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_3,disk11,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_3,disk12,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_3,disk2,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_3,disk3,,,2021-11-30,,F,0.3,7,iaso,0.18333333333333332,0.2833333333333333
2021-11-30,cluster_C,host_3,disk4,,,2021-11-30,,T,0.3,7,iaso,0.0,1.525
2021-11-30,cluster_C,host_3,disk5,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_3,disk6,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_3,disk7,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_3,disk8,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_3,disk9,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_3,disk1,,,2021-12-01,,T,0.3,7,iaso,0.0,0.5166666666666666
2021-12-01,cluster_C,host_3,disk10,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_3,disk11,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_3,disk12,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_3,disk2,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_3,disk3,,,2021-12-01,,F,0.3,7,iaso,0.0,0.2833333333333333
2021-12-01,cluster_C,host_3,disk4,,,2021-12-01,,T,0.3,7,iaso,0.9083333333333333,1.525
2021-12-01,cluster_C,host_3,disk5,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_3,disk6,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_3,disk7,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_3,disk8,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_3,disk9,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-02,cluster_C,host_3,disk1,,,2021-12-02,,T,0.3,7,iaso,0.35833333333333334,0.5166666666666666
2021-12-02,cluster_C,host_3,disk10,,,2021-12-02,,F,0.3,7,iaso,0.0,0.0
2021-12-02,cluster_C,host_3,disk11,,,2021-12-02,,F,0.3,7,iaso,0.0,0.0
2021-12-02,cluster_C,host_3,disk12,,,2021-12-02,,F,0.3,7,iaso,0.0,0.0
2021-12-02,cluster_C,host_3,disk2,,,2021-12-02,,F,0.3,7,iaso,0.0,0.0
2021-12-02,cluster_C,host_3,disk3,,,2021-12-02,,F,0.3,7,iaso,0.0,0.2833333333333333
2021-12-02,cluster_C,host_3,disk4,,,2021-12-02,,T,0.3,7,iaso,0.0,1.525
2021-12-02,cluster_C,host_3,disk5,,,2021-12-02,,F,0.3,7,iaso,0.0,0.0
2021-12-02,cluster_C,host_3,disk6,,,2021-12-02,,F,0.3,7,iaso,0.0,0.0
2021-12-02,cluster_C,host_3,disk7,,,2021-12-02,,F,0.3,7,iaso,0.0,0.0
2021-12-02,cluster_C,host_3,disk8,,,2021-12-02,,F,0.3,7,iaso,0.0,0.0
2021-12-02,cluster_C,host_3,disk9,,,2021-12-02,,F,0.3,7,iaso,0.0,0.0
2021-12-03,cluster_C,host_3,disk1,,,2021-12-03,,T,0.3,7,iaso,0.0,0.5166666666666666
2021-12-03,cluster_C,host_3,disk10,,,2021-12-03,,F,0.3,7,iaso,0.0,0.0
2021-12-03,cluster_C,host_3,disk11,,,2021-12-03,,F,0.3,7,iaso,0.0,0.0
2021-12-03,cluster_C,host_3,disk12,,,2021-12-03,,F,0.3,7,iaso,0.0,0.0
2021-12-03,cluster_C,host_3,disk2,,,2021-12-03,,F,0.3,7,iaso,0.0,0.0
2021-12-03,cluster_C,host_3,disk3,,,2021-12-03,,F,0.3,7,iaso,0.0,0.2833333333333333
2021-12-03,cluster_C,host_3,disk4,,,2021-12-03,,T,0.3,7,iaso,0.6166666666666667,1.525
2021-12-03,cluster_C,host_3,disk5,,,2021-12-03,,F,0.3,7,iaso,0.0,0.0
2021-12-03,cluster_C,host_3,disk6,,,2021-12-03,,F,0.3,7,iaso,0.0,0.0
2021-12-03,cluster_C,host_3,disk7,,,2021-12-03,,F,0.3,7,iaso,0.0,0.0
2021-12-03,cluster_C,host_3,disk8,,,2021-12-03,,F,0.3,7,iaso,0.0,0.0
2021-12-03,cluster_C,host_3,disk9,,,2021-12-03,,F,0.3,7,iaso,0.0,0.0
2021-12-04,cluster_C,host_3,disk1,,,2021-12-04,,T,0.3,7,iaso,0.0,0.5166666666666666
2021-12-04,cluster_C,host_3,disk10,,,2021-12-04,,F,0.3,7,iaso,0.0,0.0
2021-12-04,cluster_C,host_3,disk11,,,2021-12-04,,F,0.3,7,iaso,0.0,0.0
2021-12-04,cluster_C,host_3,disk12,,,2021-12-04,,F,0.3,7,iaso,0.0,0.0
2021-12-04,cluster_C,host_3,disk2,,,2021-12-04,,F,0.3,7,iaso,0.0,0.0
2021-12-04,cluster_C,host_3,disk3,,,2021-12-04,,F,0.3,7,iaso,0.025,0.2833333333333333
2021-12-04,cluster_C,host_3,disk4,,,2021-12-04,,T,0.3,7,iaso,0.0,1.525
2021-12-04,cluster_C,host_3,disk5,,,2021-12-04,,F,0.3,7,iaso,0.0,0.0
2021-12-04,cluster_C,host_3,disk6,,,2021-12-04,,F,0.3,7,iaso,0.0,0.0
2021-12-04,cluster_C,host_3,disk7,,,2021-12-04,,F,0.3,7,iaso,0.0,0.0
2021-12-04,cluster_C,host_3,disk8,,,2021-12-04,,F,0.3,7,iaso,0.0,0.0
2021-12-04,cluster_C,host_3,disk9,,,2021-12-04,,F,0.3,7,iaso,0.0,0.0
2021-12-05,cluster_C,host_3,disk1,,,2021-12-05,,T,0.3,7,iaso,0.0,0.5166666666666666
2021-12-05,cluster_C,host_3,disk10,,,2021-12-05,,F,0.3,7,iaso,0.0,0.0
2021-12-05,cluster_C,host_3,disk11,,,2021-12-05,,F,0.3,7,iaso,0.0,0.0
2021-12-05,cluster_C,host_3,disk12,,,2021-12-05,,F,0.3,7,iaso,0.0,0.0
2021-12-05,cluster_C,host_3,disk2,,,2021-12-05,,F,0.3,7,iaso,0.0,0.0
2021-12-05,cluster_C,host_3,disk3,,,2021-12-05,,F,0.3,7,iaso,0.0,0.2833333333333333
2021-12-05,cluster_C,host_3,disk4,,,2021-12-05,,T,0.3,7,iaso,0.0,1.525
2021-12-05,cluster_C,host_3,disk5,,,2021-12-05,,F,0.3,7,iaso,0.0,0.0
2021-12-05,cluster_C,host_3,disk6,,,2021-12-05,,F,0.3,7,iaso,0.0,0.0
2021-12-05,cluster_C,host_3,disk7,,,2021-12-05,,F,0.3,7,iaso,0.0,0.0
2021-12-05,cluster_C,host_3,disk8,,,2021-12-05,,F,0.3,7,iaso,0.0,0.0
2021-12-05,cluster_C,host_3,disk9,,,2021-12-05,,F,0.3,7,iaso,0.0,0.0
2021-11-21,cluster_C,host_30,disk1,,,2021-11-21,,T,0.3,7,iaso,0.0,0.3833333333333333
2021-11-21,cluster_C,host_30,disk10,,,2021-11-21,,F,0.3,7,iaso,0.0,0.0
2021-11-21,cluster_C,host_30,disk11,,,2021-11-21,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-21,cluster_C,host_30,disk12,,,2021-11-21,,F,0.3,7,iaso,0.0,0.0
2021-11-21,cluster_C,host_30,disk2,,,2021-11-21,,F,0.3,7,iaso,0.0,0.0
2021-11-21,cluster_C,host_30,disk3,,,2021-11-21,,F,0.3,7,iaso,0.05,0.0
2021-11-21,cluster_C,host_30,disk4,,,2021-11-21,,F,0.3,7,iaso,0.0,0.0
2021-11-21,cluster_C,host_30,disk5,,,2021-11-21,,T,0.3,7,iaso,0.0,0.95
2021-11-21,cluster_C,host_30,disk6,,,2021-11-21,,F,0.3,7,iaso,0.0,0.0
2021-11-21,cluster_C,host_30,disk7,,,2021-11-21,,F,0.3,7,iaso,0.0,0.225
2021-11-21,cluster_C,host_30,disk8,,,2021-11-21,,F,0.3,7,iaso,0.0,0.0
2021-11-21,cluster_C,host_30,disk9,,,2021-11-21,,F,0.3,7,iaso,0.0,0.0
2021-11-22,cluster_C,host_30,disk1,,,2021-11-22,,T,0.3,7,iaso,0.25,0.3833333333333333
2021-11-22,cluster_C,host_30,disk10,,,2021-11-22,,F,0.3,7,iaso,0.0,0.0
2021-11-22,cluster_C,host_30,disk11,,,2021-11-22,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-22,cluster_C,host_30,disk12,,,2021-11-22,,F,0.3,7,iaso,0.0,0.0
2021-11-22,cluster_C,host_30,disk2,,,2021-11-22,,F,0.3,7,iaso,0.0,0.0
2021-11-22,cluster_C,host_30,disk3,,,2021-11-22,,F,0.3,7,iaso,0.0,0.0
2021-11-22,cluster_C,host_30,disk4,,,2021-11-22,,F,0.3,7,iaso,0.0,0.0
2021-11-22,cluster_C,host_30,disk5,,,2021-11-22,,T,0.3,7,iaso,0.0,0.95
2021-11-22,cluster_C,host_30,disk6,,,2021-11-22,,F,0.3,7,iaso,0.0,0.0
2021-11-22,cluster_C,host_30,disk7,,,2021-11-22,,F,0.3,7,iaso,0.0,0.225
2021-11-22,cluster_C,host_30,disk8,,,2021-11-22,,F,0.3,7,iaso,0.0,0.0
2021-11-22,cluster_C,host_30,disk9,,,2021-11-22,,F,0.3,7,iaso,0.0,0.0
2021-11-23,cluster_C,host_30,disk1,,,2021-11-23,,T,0.3,7,iaso,0.0,0.3833333333333333
2021-11-23,cluster_C,host_30,disk10,,,2021-11-23,,F,0.3,7,iaso,0.0,0.0
2021-11-23,cluster_C,host_30,disk11,,,2021-11-23,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-23,cluster_C,host_30,disk12,,,2021-11-23,,F,0.3,7,iaso,0.0,0.0
2021-11-23,cluster_C,host_30,disk2,,,2021-11-23,,F,0.3,7,iaso,0.0,0.0
2021-11-23,cluster_C,host_30,disk3,,,2021-11-23,,F,0.3,7,iaso,0.0,0.0
2021-11-23,cluster_C,host_30,disk4,,,2021-11-23,,F,0.3,7,iaso,0.0,0.0
2021-11-23,cluster_C,host_30,disk5,,,2021-11-23,,T,0.3,7,iaso,0.0,0.95
2021-11-23,cluster_C,host_30,disk6,,,2021-11-23,,F,0.3,7,iaso,0.16666666666666666,0.0
2021-11-23,cluster_C,host_30,disk7,,,2021-11-23,,F,0.3,7,iaso,0.0,0.225
2021-11-23,cluster_C,host_30,disk8,,,2021-11-23,,F,0.3,7,iaso,0.0,0.0
2021-11-23,cluster_C,host_30,disk9,,,2021-11-23,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_30,disk1,,,2021-11-24,,T,0.3,7,iaso,0.0,0.3833333333333333
2021-11-24,cluster_C,host_30,disk10,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_30,disk11,,,2021-11-24,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-24,cluster_C,host_30,disk12,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_30,disk2,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_30,disk3,,,2021-11-24,,F,0.3,7,iaso,0.14166666666666666,0.0
2021-11-24,cluster_C,host_30,disk4,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_30,disk5,,,2021-11-24,,T,0.3,7,iaso,0.0,0.95
2021-11-24,cluster_C,host_30,disk6,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_30,disk7,,,2021-11-24,,F,0.3,7,iaso,0.0,0.225
2021-11-24,cluster_C,host_30,disk8,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-24,cluster_C,host_30,disk9,,,2021-11-24,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_30,disk1,,,2021-11-25,,T,0.3,7,iaso,0.0,0.3833333333333333
2021-11-25,cluster_C,host_30,disk10,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_30,disk11,,,2021-11-25,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-25,cluster_C,host_30,disk12,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_30,disk2,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_30,disk3,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_30,disk4,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_30,disk5,,,2021-11-25,,T,0.3,7,iaso,0.0,0.95
2021-11-25,cluster_C,host_30,disk6,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_30,disk7,,,2021-11-25,,F,0.3,7,iaso,0.0,0.225
2021-11-25,cluster_C,host_30,disk8,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-25,cluster_C,host_30,disk9,,,2021-11-25,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_30,disk1,,,2021-11-26,,T,0.3,7,iaso,0.0,0.3833333333333333
2021-11-26,cluster_C,host_30,disk10,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_30,disk11,,,2021-11-26,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-26,cluster_C,host_30,disk12,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_30,disk2,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_30,disk3,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_30,disk4,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_30,disk5,,,2021-11-26,,T,0.3,7,iaso,0.1,0.95
2021-11-26,cluster_C,host_30,disk6,,,2021-11-26,,F,0.3,7,iaso,0.14166666666666666,0.0
2021-11-26,cluster_C,host_30,disk7,,,2021-11-26,,F,0.3,7,iaso,0.0,0.225
2021-11-26,cluster_C,host_30,disk8,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-26,cluster_C,host_30,disk9,,,2021-11-26,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_30,disk1,,,2021-11-27,,T,0.3,7,iaso,0.1,0.3833333333333333
2021-11-27,cluster_C,host_30,disk10,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_30,disk11,,,2021-11-27,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-27,cluster_C,host_30,disk12,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_30,disk2,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_30,disk3,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_30,disk4,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_30,disk5,,,2021-11-27,,T,0.3,7,iaso,0.0,0.95
2021-11-27,cluster_C,host_30,disk6,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_30,disk7,,,2021-11-27,,F,0.3,7,iaso,0.0,0.225
2021-11-27,cluster_C,host_30,disk8,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-27,cluster_C,host_30,disk9,,,2021-11-27,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_30,disk1,,,2021-11-28,,T,0.3,7,iaso,0.0,0.3833333333333333
2021-11-28,cluster_C,host_30,disk10,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_30,disk11,,,2021-11-28,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-28,cluster_C,host_30,disk12,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_30,disk2,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_30,disk3,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_30,disk4,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_30,disk5,,,2021-11-28,,T,0.3,7,iaso,0.175,0.95
2021-11-28,cluster_C,host_30,disk6,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_30,disk7,,,2021-11-28,,F,0.3,7,iaso,0.0,0.225
2021-11-28,cluster_C,host_30,disk8,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-28,cluster_C,host_30,disk9,,,2021-11-28,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_30,disk1,,,2021-11-29,,T,0.3,7,iaso,0.03333333333333333,0.3833333333333333
2021-11-29,cluster_C,host_30,disk10,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_30,disk11,,,2021-11-29,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-29,cluster_C,host_30,disk12,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_30,disk2,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_30,disk3,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_30,disk4,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_30,disk5,,,2021-11-29,,T,0.3,7,iaso,0.0,0.95
2021-11-29,cluster_C,host_30,disk6,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_30,disk7,,,2021-11-29,,F,0.3,7,iaso,0.225,0.225
2021-11-29,cluster_C,host_30,disk8,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-29,cluster_C,host_30,disk9,,,2021-11-29,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_30,disk1,,,2021-11-30,,T,0.3,7,iaso,0.0,0.3833333333333333
2021-11-30,cluster_C,host_30,disk10,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_30,disk11,,,2021-11-30,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-11-30,cluster_C,host_30,disk12,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_30,disk2,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_30,disk3,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_30,disk4,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_30,disk5,,,2021-11-30,,T,0.3,7,iaso,0.35,0.95
2021-11-30,cluster_C,host_30,disk6,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_30,disk7,,,2021-11-30,,F,0.3,7,iaso,0.0,0.225
2021-11-30,cluster_C,host_30,disk8,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-11-30,cluster_C,host_30,disk9,,,2021-11-30,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_30,disk1,,,2021-12-01,,T,0.3,7,iaso,0.35,0.3833333333333333
2021-12-01,cluster_C,host_30,disk10,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
2021-12-01,cluster_C,host_30,disk11,,,2021-12-01,,F,0.3,7,iaso,0.0,0.10833333333333334
2021-12-01,cluster_C,host_30,disk12,,,2021-12-01,,F,0.3,7,iaso,0.0,0.0
